filename,text
130_26_16.txt,то есть что збираетца с кабакоф
265_6_15.txt,жизнь iз финландии есть i для сего первое
328_28_18.txt,возможно х которому дѣй
298_45_18.txt,также чрез партикулярныя писма есть вѣдомость
40_9_9.txt,въ 18 д сентебря 1711
337_45_2.txt,что флот датской разделѣнъ то вышлют свой
382_11_10.txt,как я говорил чему всѣ согласилис мое таварыщи
413_14_21.txt,тавят алтиллерию i потом на оных
173_1_4.txt,2
119_14_12.txt,ры сами пересматривали i росписи закрѣ
385_14_19.txt,опърошах обрѣтаю
64_110_0.txt,вѣр подлинно что сие правъда [кромѣ
164_12_3.txt,милость которую господин адмирал в 6 д сего ж мѣсеца
415_19_29.txt,товат на въсѣхъ перепъ
116_15_7.txt,накож трактаментъ тот же iмѣт
313_19_2.txt,поддвигнут на то дабы видя нас готовых флот
80_35_11.txt,зѣ такъже i еше к вес
313_16_7.txt,терянием многова чис
328_28_27.txt,ство может быт предлагаетца по сему
337_40_8.txt,6
184_10_11.txt,i возили провиантъ а разорения отнюд не
220_12_8.txt,ко затнее наперет то ес
1_18_8.txt,же ежели прежде будеш въ питербур
208_30_22.txt,а когда оныя супятца чтоб провадит туды
134_32_14.txt,протиф протчих полкоф офицероф
319_17_21.txt,че того смотрѣт чтоб армѣю не разоря
365_2_6.txt,на что требават будет а iз ратуши тово не
80_35_30.txt,i крупы
8_28_3.txt,ралы
446_6_8.txt,протиф первого пункта позво
368_9_2.txt,пѣл отвѣтствоват толко прошу вас
59_12_4.txt,шу i оныя еще до прибытия моего
116_14_8.txt,тятца всѣ отнят i чтоб в том долгова
1_15_9.txt,дет iли не пърилѣжно просит i го
71_28_2.txt,сию провинцию не се
59_16_0.txt,2
209_31_13.txt,государство росиiское х которому
20_10_6.txt,час непъриятелской комфузиi
434_46_1.txt,понежа я слышал что вы с флотом
434_41_4.txt,корпусом к ним в случение [по
413_14_30.txt,та не может при
313_19_5.txt,но толко предлажа вышеписанное требо
241_32_20.txt,гдѣ баталию потеряли но уже
175_1_3.txt,сѣх зборах
356_8_1.txt,не былъ i мню сие писмо на гнѣф iли
425_30_8.txt,2
166_5_2.txt,ежели транпортъ
445_9_46.txt,регулярных а т
455_2_3.txt,рубят лѣса на скомповѣi i опъредѣлит чтоб ко
253_43_50.txt,лям датским i пърамам
58_8_1.txt,писменного обезателства того
143_5_7.txt,дай боже скоро совершит i быт к вам
284_36_7.txt,того ради возможно пот сей час один дат
203_22_1.txt,еще же чтоб все уже послѣд
260_53_12.txt,получили вѣдомость чрез фистума
152_5_4.txt,а отправъляли в дому каролевы пол
58_6_3.txt,о тѣх наших нынешних предложениях
209_31_18.txt,явъляющей армѣю росискую i оного лва
8_26_5.txt,ной вѣтръ не помѣшал то б конечно сего ж дни
143_4_0.txt,горазда с ывашкою i упал на суднѣ
272_17_21.txt,та для транспорту провианта
73_22_11.txt,тя мнѣ не павѣрите то
416_27_8.txt,ятелей
47_25_9.txt,дай боже не замешкалас по сем отдаю вас в сох
40_9_0.txt,к ш выслат не могут i ежели не вѣрят чтоб
58_2_2.txt,останутца у вас i для того вручи
398_3_1.txt,продават будут
115_9_5.txt,без въсякия пошшады казнит смертью + а е
143_2_0.txt,+
61_101_15.txt,конференцию с вами допушен был i что можете
124_20_16.txt,губерниi всѣм оставя толко гвар
347_5_10.txt,рекѣ салѣ а когда приближилис к рѣ
461_1_23.txt,стоким наказанем i разоренем всего iмѣния
71_24_0.txt,+ оныя хотя i
455_1_3.txt,не будем
107_2_17.txt,магазеiны сожли ко
61_101_11.txt,сителя
272_17_27.txt,+ вся кромѣ тѣх пол
197_17_2.txt,вашему величеству лицеземной поклон 
41_10_4.txt,он будет отвѣтствоват а понеже мой
197_12_9.txt,ком доволствѣ i понеже кро
67_15_17.txt,кромѣ фуражу ничего брат не iз
127_23_18.txt,чие] что iм жит на котлинѣ островѣ по скон
193_1_17.txt,которой на них
194_1_7.txt,кой крѣпости
446_6_5.txt,4
437_43_24.txt,+ которыя взят iз митоу
380_5_4.txt,i отрѣзаф лохвицы от главъной непърия
347_5_12.txt,хали тут полковъника сштернъщканца
152_2_6.txt,здесь слава богу все добро корол авъгустъ
116_19_9.txt,тербурской кромѣ наложеня на крес
347_57_4.txt,непъриятелю протиф нас
77_28_15.txt,к в учинено будет
323_21_17.txt,i так все стало
302_53_5.txt,были на сей недѣли iсправяс лошадми пойдут
178_2_12.txt,[в сем я весма еще вчерашним
263_56_11.txt,дежит что i зимоват будем i въсе что iм пот
284_37_2.txt,ѣхат ему въ ревел обявит каманданту
220_17_6.txt,бухта також сказал что суды всѣ от
56_7_13.txt,сие мое писмо обяви кому надлежит i конечно
71_28_9.txt,ц в учинили а особли
337_43_1.txt,них жалобах от короля то
2_13_15.txt,вам молитца а нам трудитца
421_25_11.txt,нам подлинно знат i не опустит дѣлат iли iтит вон так
260_53_15.txt,в померанию i въ таком случае еже
298_45_11.txt,ном дѣ обязатца каким договором с прус
368_5_5.txt,как удобнее столко чтоб до выборха iли пи
46_18_10.txt,духъ дол ежели ж может i доро
224_13_10.txt,поттвержаем дабы вы
299_46_14.txt,оныя употребят богъ знает хотя далеко
40_8_4.txt,что мы которой мир i отдачю турком обѣ
230_23_2.txt,дабы уже iнде нигдѣ не мѣшкат а тотчас
52_3_13.txt,мости адмирал что корол совершенно
238_29_11.txt,без его кароля а особливо когда
259_52_28.txt,реi
254_44_13.txt,напърасно в страх себя
166_1_9.txt,оконцание с непъриятелем
335_38_27.txt,жен будет первое флот флотом запердъ будет
416_26_3.txt,ради надлежит мыслит
187_3_12.txt,циi но уже починены толко нѣсколко ба
425_33_2.txt,приемлетца толко чтоб не одну гвар
401_4_11.txt,для того iногда лучитца что прибавит iли уба
20_16_4.txt,бордироват которому начатию три бом
110_11_4.txt,ки сюды дворянина головънина [с ко
337_45_4.txt,ция з датчаны пресечется i мы принуж
47_26_1.txt,что отвѣтствоват iбо уже о сей ма
220_10_4.txt,от нас 6 б пѣхоты i учиня ке
211_33_12.txt,что правъда его л ф м обна
196_3_5.txt,ка iз оной никакова чину не описаф
356_5_0.txt,+ sire
253_43_47.txt,+ також для раннего
329_3_10.txt,чтоб датского не озлобит но более
313_15_6.txt,кругом зѣло далеко
458_1_15.txt,форшнидер
329_33_1.txt,требоват части какой iли
380_7_3.txt,i вѣрному генералу нажлежит
275_28_4.txt,буде же ночь то в одном пушечном перестрѣле
461_1_21.txt,ему фискалу буде же i не уличит отнюд фискалу
19_4_8.txt,г меншикову писанное в котором обявъляет
368_8_2.txt,ленно дали також зѣло нужно
359_5_6.txt,здесь]
302_57_3.txt,возможно адно нужное сие принял есть чтоб
1_14_7.txt,побей челом кнес папѣ чтоб с тобою
323_21_37.txt,а пока дѣлам в наш iнтерес не здѣлоют ничево то
313_16_4.txt,хотя з жестоким боем
361_2_24.txt,выдует выливат машинами i вылифъ капат
233_23_18.txt,+ о чем вѣдомость iмѣет гановерской послал
425_34_4.txt,о том отвѣт дал а понеже под сей упа
76_27_11.txt,там великой магазин
275_25_8.txt,iли доволно ежели б я вѣ
448_10_20.txt,5
338_40_23.txt,ли когда понадабитца чтоб
250_40_11.txt,1
20_11_5.txt,5 ю днями уже постъ крѣпъкой
143_6_3.txt,с королем авъгустам приѣхали
337_44_0.txt,чаю не без притиску будет
347_53_0.txt,в марше как возможно
425_31_9.txt,ние обявим i о сем обяви гетману
313_13_5.txt,зуры бросали i непъ
302_53_7.txt,первова итит по вашим указам куды велитѣ
337_48_7.txt,iтит к городу [дабы без
229_19_22.txt,дет
71_27_8.txt,татца
19_9_3.txt,бывшей я принял i за труды ваши
434_49_5.txt,ежели непърия
434_49_0.txt,ежели непъриятел
370_10_11.txt,полуб гдѣ доведутца быт просѣчь
19_4_9.txt,воровъство запорожское i совѣтует чтоб
164_12_5.txt,рала
109_2_4.txt,а я за счастье себѣ ставълю что
293_39_25.txt,час отпущены будут також проси о том
268_19_4.txt,лаютца чтоб отдат iх в службу стат
425_33_5.txt,но господин ревенклоу просит дабы
308_56_22.txt,перед сего писами к вам] +
110_13_2.txt,пецком дѣле лутчей порядок здѣлат в чем убы
1_10_7.txt,а та мѣшкот долго не буду
149_5_11.txt,iз торна въ 30 д сентебря piter
323_21_20.txt,то i ему дѣлат нѣчево
137_7_14.txt,дѣлат
268_16_8.txt,божиею отважилис оного отаковат кото
146_12_15.txt,шли на грѣбли для тихой погоды а мы жем
68_16_20.txt,ской савѣт
386_15_10.txt,города по обѣм бѣiх сто
194_1_3.txt,донецъ i середу
248_39_18.txt,нам не причтено бы
163_8_7.txt,ной о перемене чина моего къ г ф шереметеву
259_52_21.txt,когда закапаютца
280_25_13.txt,я хотѣл к вам писат примут
197_17_3.txt,дают
95_83_11.txt,нут а воды гдѣ воды было толко
457_2_8.txt,5 сыроф столоклес
275_23_4.txt,мнѣ будучи так отдаленному
196_1_6.txt,а от гвардиi + толко 180 i три порутчика осталас
275_28_9.txt,i поднят обыкновенное свое
412_13_18.txt,накърѣпъко того смотрѣт
187_3_28.txt,14 полукартауноф возможно было поставит
271_16_13.txt,так что салдаты как мертвыя устали
460_8_5.txt,iсполнят звание свое в чем да поможет мнѣ господ богъ
275_20_3.txt,шведам к тому ж еще не осмотрѣлся
445_9_13.txt,iмѣете разсуждение же
271_16_19.txt,к морю
47_28_1.txt,господин амбасадер
415_19_39.txt,доволно будет тогда з божи
152_2_4.txt,скоро можете быт въ вилню мнѣ не
95_83_13.txt,полъшеста того ради не могут от
176_2_0.txt,[правъда что про других не вѣдаю
455_1_2.txt,подводы тотчас поѣдем отсел i нигдѣ мѣшкат
214_37_21.txt,тѣми же линѣям отянут можешь
160_5_11.txt,а писма к москвѣ i въ питербурхъ
434_49_2.txt,тогда преображен
401_4_12.txt,вит
215_38_17.txt,тит низом верхъ надлежит же знат что у указу
106_1_15.txt,же посылаетца полная моч
365_2_3.txt,зборы которыя берутца въ ратушу для
230_28_2.txt,за вчерас за секрет обявил что шв
8_29_9.txt,1712
434_46_2.txt,iдете в кюгебухтъ для воды
80_35_34.txt,лежит
20_17_3.txt,в петербурхъ
83_39_13.txt,послушанъ такъ же о нѣкото
458_1_12.txt,скляеф басъ
140_1_2.txt,лалъ для турецкого мира
236_27_10.txt,лагаем ежели возможно
275_25_7.txt,iтак едина от сих двух лож есть
170_5_10.txt,ныя от крайнего упатку
329_39_0.txt,4
332_35_11.txt,нашем пропитаниi i на по
47_21_0.txt,мой господин
284_3_49.txt,шую кампанию сей кор
133_36_0.txt,mrsi
356_8_4.txt,никому о том не явълено по обы
284_33_6.txt,что к выборху прибудет въ 8 д я оному нак
289_34_14.txt,рала i обявил ему i двум к к сентенцию дѣ
245_36_15.txt,то нихто к оному десан
232_21_23.txt,живат но двух ради причин главъ
316_14_15.txt,с конницею дабы там
110_14_8.txt,штад купъно с вигершанцам въ 27 д прош
92_77_22.txt,лем хотя б протиф всякого
302_55_6.txt,протчих
413_14_24.txt,+ i такъ можно
160_5_15.txt,+ і протчим
382_11_20.txt,+ которой вчерас съ федосеем приѣхал сюды
232_21_29.txt,что мяса i протчее но i дрова оттол
368_1_3.txt,а скомповей 50 прамы
220_14_9.txt,нему дѣлу было потспоре буде же лю
110_15_2.txt,та с которым ево немедленно от
5_17_12.txt,i нам] о езде вашей писана для подвод въ берлин
272_17_20.txt,бавачных войскъ невозможно фло
293_39_17.txt,которыя уже i загли тогда на одном под
337_49_9.txt,то хотя б кругом оного разорит i выморит
1_12_0.txt,+
116_19_7.txt,лутче укърепит
407_3_7.txt,не въступат под смертною
341_44_13.txt,зит но держат iх для охране
359_2_8.txt,iной год случитца вывесть в море а iной будет i невоз
58_4_0.txt,господин посол
337_42_8.txt,волит то мы разоря фин
20_19_3.txt,чтоб он не слабо в сем дѣле пос
254_44_27.txt,ет указ не описываяс всту
338_40_17.txt,ли наши войски возвратят
361_2_16.txt,на роспис от анисима малера] будущим лѣтам внутри всег
415_19_43.txt,вскано
296_41_21.txt,элбинга полки пойдут вскорѣ отсель к вам взятых стари
268_1_25.txt,також + в небытиi е в + в вышереченной
11_26_12.txt,с мункѣра не дошед новой петръ
220_12_4.txt,но толко
8_22_5.txt,петръ
329_37_4.txt,так i франция турки по об
191_8_19.txt,i полской границъ
116_10_8.txt,самим нам толко б чтоб доносили iстин
200_13_21.txt,на караулѣ в торунѣ             500
217_40_19.txt,бери дистанциi на линii e f гдѣ доткнулис линѣ
133_35_0.txt,петръ
302_53_0.txt,посылаем к выбоху i велѣли отдат остроф
268_13_3.txt,те i под одною кумандою
107_2_18.txt,торыя от дуная к бен
460_6_6.txt,денег как возможно збират
380_1_6.txt,ворофством кашевого i судi не заведены
8_21_6.txt,i ежели б не такая крѣпкая паса
40_6_4.txt,послал к вам с айтемиревым iз губина
197_14_4.txt,збират магазеiсны по река i устроiват по рекам
47_22_6.txt,петръ
59_1_11.txt,с вашева указу поступат а для лутчего
26_18_10.txt,цию получи мы iз констан
313_13_0.txt,аднож наши почи
334_37_20.txt,не лѣносно i меж себя без
305_52_14.txt,3
40_6_9.txt,своi в шоне не лежащия земли доват труд
446_4_3.txt,для чего на парол нѣс
260_53_16.txt,ли так непъриятел силен будет что
448_10_17.txt,что вершка два iли три пот судном то
214_37_14.txt,до линеi остъвестъ потом iз точки b сквоз точки
424_28_10.txt,несчастия под оборону iмпериi
445_9_38.txt,рому киеву попъ
446_2_6.txt,понеже обычай такой
362_4_12.txt,здѣших караблей по моему мнѣнию соблюдат над
58_1_3.txt,також i войском нашим долго въ полше
460_8_9.txt,сударству второе правъду
343_46_14.txt,гаван  которой бы удо
416_23_7.txt,том на мѣсецъ лтиллериским
313_15_5.txt,жаментъ а обходит
268_1_20.txt,к репънина камандиром
85_53_9.txt,не дават баталиi i тако сие князство на
371_12_23.txt,i шляхтѣ такой указ есть что по поло
313_16_3.txt,но счасливо вышли
337_46_9.txt,риятеля с помощию божиею
230_29_5.txt,лит пока тѣм временем может
41_11_5.txt,рено чтоб вам донесъ] аднакож я не так былъ тому
268_15_2.txt,примаетца
19_9_8.txt,добстфъ чрер реку комоникацию учинит
166_6_2.txt,сыватца
232_21_18.txt,конечно в будущую компанию
305_52_15.txt,ежели поiскъ получим iли не уйдут а увѣ
298_45_13.txt,далее
40_2_8.txt,възял i въ сих днях стралзунтъ осажден будет
416_27_7.txt,мы будем междо двух непъри
434_49_1.txt,пойдет в голштиндию
415_19_24.txt,другъ от друга а ежели
109_8_2.txt,а въ ширину по пятсот триста сажен
197_13_7.txt,по указу сему ⊗
74_24_14.txt,обѣшанное от госпо
151_7_12.txt,въ 27 д ноебря 1709
314_11_32.txt,шим
230_21_1.txt,i воiнской резон допустит] i там себя
115_2_2.txt,доносам фискалским ни единаго главъного
47_22_4.txt,которое дѣло ево не толко с моей
461_1_22.txt,въ вину не ставит ниже досадоват под же
164_13_3.txt,ред заслужит такую великую наг
118_13_20.txt,ховѣ
368_5_9.txt,же сей послѣдней весма невозможно то
380_6_4.txt,бы тѣм отвесть непъриятеля от полта
436_42_13.txt,дѣйствоват
359_2_3.txt,гаван конечно надлежит выглубит [i сие дѣло доволно ос
71_22_0.txt,+ о том я ващей ми
202_18_15.txt,корол шведской противъное дѣлат iли горазда мѣ
331_34_12.txt,будет i какова опаснова канца в сей войнѣ
410_11_37.txt,черкас лутче б не въводит в тѣ крѣпости
8_22_7.txt,1713
380_4_3.txt,шинской еще за бугом того для скор
71_21_8.txt,а о саксонцах не помя
268_15_0.txt,також примаетца
59_12_5.txt,сюды вышли так же i сын мой с прин
143_9_4.txt,буду о чем завътра iли позавътрее
334_37_22.txt,обшим серцем поступали
457_2_3.txt,софъ
350_56_25.txt,+ междо нами
53_4_15.txt,отдай поклон а желаю i сам видет ежели
11_26_13.txt,крѣпости въ 2 д авъгуста 1713
313_18_2.txt,вана по самой синус ботникус i дл гдѣ наши войска
143_6_5.txt,не чаю болше пяти дней iли недѣ
58_4_2.txt,сюды приѣхали i я вчерас с вице адмиралом
416_23_0.txt,г л к галицыну в прибафку
164_13_0.txt,sire
275_22_8.txt,вучева лда какой въреды не пъретерпѣ
184_10_14.txt,квартиры главъному войску розписат
59_16_7.txt,i полки не рукъротованы а непъриятелля
326_26_14.txt,та для того подат
109_2_1.txt,i тако сею викториею слава богу
41_17_1.txt,чинит понеже въремя для лечения пройдет а потом
329_33_3.txt,по совершениi вышеписан
47_20_2.txt,землях разорит а буде заупърямитца позволит iспразна отдат
239_31_6.txt,повѣй i лодок тол что у толбугина
229_19_15.txt,такожъ въ iх содержан
41_10_3.txt,писанныя выразумѣл на которыя вам
4_15_14.txt,iз кезмара въ 15 д iюля 1712 петръ
197_19_2.txt,тре въ 31 д iюля 1711
253_43_53.txt,пъравит i к весне готовых
314_11_18.txt,а конницу з генералом
302_50_7.txt,шими караблями от господи
259_52_27.txt,проти нашей бата
133_30_2.txt,вой полой водѣ отправит сюды
182_6_4.txt,2 конечно подлежит чтоб iз тавърофских один болшей карабль
410_11_11.txt,штыкен i мортироф iз смоленска
40_4_3.txt,ще копию при сем посылаю мы вчерас
61_101_14.txt,арскому величеству також iспроси чтоб оной i на
361_2_18.txt,гавана кругом уступя от стѣнъ бит паженыя сва
446_1_7.txt,пасть к флоту непърия
70_19_12.txt,не надобно дабы такъже не пъ
284_36_1.txt,что вы уже намѣрены iтит iз голштен
59_19_2.txt,ца по iх воли а iменно по тракта
407_1_0.txt,указ потстюрману телному
385_14_23.txt,удобнѣе в которою
230_23_5.txt,чисто
227_16_11.txt,лан чтоб по вашим писмам iсполняни i ны
317_15_20.txt,невозможно ⊗
121_18_14.txt,ром ни въ чем но толко в сенатѣ быт вѣ
112_12_12.txt,въ питербурхѣ въ 9 д
239_33_3.txt,рах нѣт ли каких iну шанцаф кото
415_19_45.txt,ности вредит а наiпаче тшiт
121_18_12.txt,фискалоф которыя в губерниях не
230_24_3.txt,iли курляндию но нынѣ но уже вы iз
347_56_4.txt,быват донеже же в сем жи
302_52_2.txt,чтоб iтит слоту к ревелю iмѣт напереди
166_7_1.txt,дават iз сих а пос
323_21_27.txt,а когда не iмѣем нужда оных флатироват
59_17_0.txt,6
337_42_1.txt,о сем о фъсем просите резелю
203_22_5.txt,+ в сем iли
367_2_11.txt,6
152_7_9.txt,сем презентъ тебѣ часы + да печатку
380_4_2.txt,ды спѣшит софъсем нѣтъ iбо ме
143_2_7.txt,поѣжайте с астраханским полком до на
337_47_5.txt,которым судам здѣс осто
235_26_10.txt,надѣетца трудно как
409_10_13.txt,раины беречь i полшу заснанит
359_2_6.txt,ту i без сего дѣла флот хотя есть iли нѣт равъно поне
122_19_21.txt,гварнизоны в малоросиских горадах укрѣпит людми
91_70_15.txt,+ i въ город тонингъ шведоф
1_12_1.txt,катеринушка друг мой здравъствуй
19_9_7.txt,мы ради многих болот i протчих неу
293_39_11.txt,пришли три флейта которых флагоф
220_16_9.txt,петдесят пушек пушки надобно 18 i 12
19_8_0.txt,iз въ 14 д юня 1709 piter
40_8_1.txt,господин подканслѣр
434_40_5.txt,домости дават нам о себѣ
196_9_0.txt,+
179_4_28.txt,отходят iли к заподной iли к нордной сторонѣ
137_7_15.txt,ла съ губернатором i потписыват i губернатор
166_6_4.txt,де на двѣ всегда iмѣт
407_1_5.txt,как говорил сам с вами чтоб послат нѣсколко пу
107_2_14.txt,5
340_43_21.txt,такъже б i то помыслит надоб
193_1_21.txt,кой дѣлает iхъ
230_26_4.txt,тра к нам чаю будет
343_46_10.txt,к пожелаемому миру
116_10_5.txt,прилагаетца что хто таких прес
416_24_0.txt,еже да i то iм вытолкуй что остроф iм нужен
230_23_4.txt,же прошу дат знат бутдут ли конечно дат
284_35_3.txt,аднакож требуют дополнение в пушках
443_52_12.txt,ть + i понеже нынѣ оное нам потребно то
434_41_1.txt,ли на которое отвѣтствуем
52_3_14.txt,iз государства турского выслан
247_38_19.txt,все что соб потребно
416_22_3.txt,к ним ядер i пороху по 400 выстрелофъ
206_23_13.txt,трактъ от киева до старадуба [а ска
115_3_2.txt,i сие учинит с осени i того ради
143_2_3.txt,ѣдем водою в прусы i первое будем в торунѣ
359_5_2.txt,товит на оных а когда
434_42_0.txt,i для того вам далѣе
287_32_11.txt,ко смотрѣт чтоб писмо въ воду бросит iли жжечь
253_43_19.txt,хотя непъриятел в полшу
425_38_6.txt,воротилис] i для того iзволте
47_2_12.txt,сем iз вѣдомостей здѣшних прилагаем
337_43_7.txt,го что пропитания не да
217_40_21.txt,черчивай паралелныя линѣi гдѣ линѣя a g
160_5_10.txt,i со фъсеми при вас будущими
302_54_7.txt,лат [також лишние послат в питербурхъ
187_3_21.txt,лутче мочъно здѣлат
302_5_16.txt,наперет також i пѣхотѣ
212_34_12.txt,i наверху борствер земленой как виде
1_14_3.txt,приказывал я к тебѣ с шепелевым чтоб
220_17_7.txt,стралзунта хотят посылат в карсъ
176_6_6.txt,надлежит також от сего мѣста до кирки iнги осмотрѣт
460_3_4.txt,опъределили упъра
68_16_16.txt,квартиры как в городах так i въ селах
106_1_14.txt,шереметеву которому так
179_4_13.txt,же когда близ ревеля будете то тѣ i тѣ шесть
395_6_15.txt,а самим ззади iли боку iтит разлучая от ка
445_9_42.txt,сих крепостѣй
284_31_3.txt,конных i досталных пѣших i дождавъся
334_37_25.txt,га претензей
41_1_13.txt,от саренчи безкормицы конской отсту
311_8_25.txt,в серетках так i коннице
434_43_9.txt,також болшия шпансъ рюйтерсь от воды
80_35_20.txt,доволствованиi на
59_10_4.txt,величеству при сем с вашим
109_6_4.txt,осмотрѣт обход рѣками уверю i вилеею
20_12_4.txt,чинит то хотя б зафтра до свѣ
187_3_29.txt,для дѣйства при берегах
134_32_11.txt,протиф iноземцоф градус выше
182_1_5.txt,i iнгриi пятсот подвод а ежели невозможно
52_3_16.txt,надѣятца трудно i на ратофика
356_7_6.txt,чалю принял i паче не вѣрю оному iбо
323_21_31.txt,штинцами на что отвѣтствую что i оных озлоблят не
275_29_2.txt,я чтоб в такой же дистанци от скомпавѣй
1_14_8.txt,приѣхал двѣ времоншицы
143_4_5.txt,сентебря 1709
464_6_14.txt,15 + а наiпаче тѣх которыя
323_21_21.txt,когда бог дастъ что доброе над штетином
115_8_9.txt,[въшеписанныя] двойным числом потписават
203_23_1.txt,приняф короля шведского опъределит с ним
241_32_19.txt,ва была] не дождавъся нас в бой вступили
460_8_2.txt,пред господем богом сотвотрим
109_1_8.txt,сячи на датчанъ напал которыя доб
434_49_9.txt,тогда податца
182_1_3.txt,ского i дерпътъского уѣздоф также
203_20_6.txt,iначе не знаем
127_23_21.txt,деревъни [послѣднее без денегъ] i кой час будет дас
221_10_18.txt,3
416_22_9.txt,кирок 1000
163_1_6.txt,iз питербурха въ 13 д генва
296_41_14.txt,ку будем дѣлат i с тѣми коi ессть i о том сего ж
386_15_15.txt,к вам былъ
337_44_5.txt,риятеля
40_6_6.txt,нено было iбо обшая полза того требует
329_33_7.txt,еще же i сие б к в iзволил разсудит [ежели по сему
118_13_18.txt,на половинѣ до
197_17_5.txt,iз торгоу в  октебря 1711
292_37_14.txt,да iли сюйдъ веста iтит немедленно
220_19_1.txt,х князю куракину
143_8_3.txt,сего дня i даждавъся iс питер
359_6_6.txt,вя т також оныя соблюдат а не довершиват пока проба
311_8_10.txt,i кавалериею
157_14_10.txt,вешей что взято о том чаю пространнѣе
104_98_10.txt,намѣ
73_22_10.txt,+ николи не бывало хо
220_13_4.txt,опасаюсь нѣт ли с бургерами
359_6_9.txt,в троецкое
322_20_16.txt,чтоб была правъда а я чаю все для того чтоб
248_39_11.txt,в состояниi вездѣ
40_7_5.txt,в сем мѣсеце будет к познани i ближе i по
380_5_1.txt,указ фелтъмаршалу г шереметеву
88_54_11.txt,но нынѣ в голстиндиi дѣла слава богу так добро
425_32_9.txt,iли пон полкоф кромѣ гвардиi i гранадирских
1_19_5.txt,цъ взяли с собою офицероф заполочных
239_32_1.txt,риятелей более легъло толко
416_21_6.txt,х которому указ [ныне въ небытиi ко
322_20_24.txt,о гварнизонѣ в тонингъ то б не наших i саксоф то б
133_30_8.txt,бурхѣ въ 20 д февъраля
272_17_13.txt,ки войну зачнут то аднакож
8_25_0.txt,+
239_37_1.txt,вѣдомость что ад
445_9_20.txt,воду ю непъриятелю тяжка iли
329_33_8.txt,проэкту не соiзволит] когда одни что сие более
352_58_12.txt,при том в том походѣ не былъ
230_28_7.txt,мнѣ флемингъ что штеiнбок
320_18_13.txt,но не могли также паче всѣх тѣх мѣс
272_17_16.txt,вейдова дивизия к тому опъ
176_6_4.txt,i сие не горазда публично но под рукою дѣлат
182_4_8.txt,оныя iз дерева i наверхъ а снаружя
254_44_30.txt,шу
176_5_7.txt,нашему получит также
40_5_8.txt,е окончание я отѣжаю в карсъбад
437_43_18.txt,3
416_26_0.txt,понеже мы некрепъче непъ
163_4_6.txt,p s я вижу вашего величества нѣка
460_5_6.txt,2
230_27_5.txt,пѣхотою удержат
442_50_12.txt,мог вас отрѣзат
209_31_20.txt,с великим громом потом i первой столпъ
109_7_3.txt,чтоб будущую весною конеч
65_110_12.txt,возмущению быт i при том конечно
47_21_3.txt,к миру того ради все чини по своему раз
64_110_9.txt,тиi киевъского полку сеймъ заложили
